,date,XHB.US_5,EWU.US_5,JNK.US_5,XLP.US_5,IEV.US_5,UDOW.US_5,XRT.US_5,FXA.US_5,SLV.US_5,FXE.US_5,XLU.US_5,XLK.US_5,ECH.US_5,GSG.US_5,XLV.US_5,XLY.US_5,IBB.US_5,EWG.US_5,COPX.US_5,SOXX.US_5,SVXY.US_5,FEZ.US_5,XLF.US_5,EMB.US_5,XOP.US_5,VNQI.US_5,cash,prt_value
136,2019-11-14 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
137,2019-11-14 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
138,2019-11-14 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
139,2019-11-14 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
140,2019-11-14 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
141,2019-11-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
142,2019-11-14 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
143,2019-11-14 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
144,2019-11-15 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
145,2019-11-15 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
146,2019-11-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
147,2019-11-15 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
148,2019-11-15 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
149,2019-11-15 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
150,2019-11-15 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
151,2019-11-15 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
152,2019-11-18 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
153,2019-11-18 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
154,2019-11-18 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
155,2019-11-18 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
156,2019-11-18 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
157,2019-11-18 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
158,2019-11-18 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
159,2019-11-18 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
160,2019-11-19 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
161,2019-11-19 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
162,2019-11-19 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
163,2019-11-19 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
164,2019-11-19 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
165,2019-11-19 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
166,2019-11-19 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
167,2019-11-19 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
168,2019-11-20 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
169,2019-11-20 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
170,2019-11-20 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
171,2019-11-20 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
172,2019-11-20 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
173,2019-11-20 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
174,2019-11-20 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
175,2019-11-20 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
176,2019-11-21 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
177,2019-11-21 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
178,2019-11-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
179,2019-11-21 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
180,2019-11-21 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
181,2019-11-21 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
182,2019-11-21 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
183,2019-11-21 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
184,2019-11-22 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
185,2019-11-22 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
186,2019-11-22 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
187,2019-11-22 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
188,2019-11-22 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
189,2019-11-22 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
190,2019-11-22 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
191,2019-11-22 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
192,2019-11-25 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
193,2019-11-25 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
194,2019-11-25 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
195,2019-11-25 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
196,2019-11-25 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
197,2019-11-25 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
198,2019-11-25 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
199,2019-11-25 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
200,2019-11-26 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
201,2019-11-26 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
202,2019-11-26 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
203,2019-11-26 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
204,2019-11-26 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
205,2019-11-26 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
206,2019-11-26 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
207,2019-11-26 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
208,2019-11-27 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
209,2019-11-27 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
210,2019-11-27 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
211,2019-11-27 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
212,2019-11-27 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
213,2019-11-27 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
214,2019-11-27 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
215,2019-11-27 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
216,2019-11-29 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
217,2019-11-29 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
218,2019-11-29 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
219,2019-11-29 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
220,2019-11-29 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
221,2019-11-29 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
222,2019-11-29 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
223,2019-12-02 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
224,2019-12-02 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
225,2019-12-02 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
226,2019-12-02 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
227,2019-12-02 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
228,2019-12-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
229,2019-12-02 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
230,2019-12-02 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
231,2019-12-03 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
232,2019-12-03 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
233,2019-12-03 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
234,2019-12-03 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
235,2019-12-03 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
236,2019-12-03 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
237,2019-12-03 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
238,2019-12-03 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
239,2019-12-04 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
240,2019-12-04 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
241,2019-12-04 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
242,2019-12-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
243,2019-12-04 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
244,2019-12-04 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
245,2019-12-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
246,2019-12-04 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
247,2019-12-05 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
248,2019-12-05 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
249,2019-12-05 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
250,2019-12-05 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
251,2019-12-05 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0
